@relation errorPredict

@attribute sequenceLength real
@attribute NumberOfConsecOccurPolar real
@attribute NumberOfConsecOccurHydro real
@attribute NumberOfConsecOccurCharged real
@attribute MGYM real
@attribute MQ[NH]W real
@attribute WC[IS]Y real
@attribute WHC real
@attribute WW real
@attribute C[HS]CC real
@attribute CTHC real
@attribute WG[PS]W real
@attribute WN[IM]F real
@attribute PPPP real
@attribute GGG real
@attribute hydrophobic real 
@attribute charged real
@attribute polar real
@attribute errorPercent real

@data
11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.182,0.001513
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.249,0.332,0.001851
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.417,0.002116
27,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.185,0.407,0.001046
10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.200,0.300,0.500,0.004650
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.249,0.186,0.001159
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.250,0.002846
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.249,0.499,0.002517
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.142,0.499,0.002808
13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.308,0.462,0.001586
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.308,0.001346
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.300,0.002396
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.308,0.462,0.002038
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.555,0.111,0.002784
11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.273,0.004819
20,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.300,0.400,0.200,0.001955
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.311,0.248,0.004605
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.134,0.267,0.001362
15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.267,0.201,0.535,0.002384
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.250,0.002547
17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.059,0.471,0.001488
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.077,0.154,0.001287
16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.312,0.499,0.001676
8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.250,0.625,0.125,0.004227
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.286,0.286,0.002018
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.333,0.249,0.001729
20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.550,0.100,0.300,0.001360
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.201,0.400,0.001952
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.134,0.535,0.003702
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.468,0.201,0.268,0.002002
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.100,0.005400
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.002023
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.213,0.285,0.001495
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.334,0.168,0.001492
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.177,0.412,0.001649
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0.168,0.223,0.001517
20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.350,0.100,0.550,0.001156
21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.191,0.286,0.001553
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.077,0.308,0.002800
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.002284
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.558,0.334,0.056,0.001386
28,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0.036,0.429,0.001644
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.600,0.400,0.000,0.003520
34,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0.146,0.264,0.001168
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.009922
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.222,0.555,0.006145
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.308,0.002480
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.177,0.413,0.002900
10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.200,0.500,0.200,0.004248
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.375,0.125,0.002599
17,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.295,0.353,0.353,0.001989
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.231,0.001729
13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.385,0.308,0.231,0.003036
24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.125,0.416,0.001333
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.182,0.273,0.004967
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.083,0.416,0.003096
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.400,0.004331
12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.083,0.584,0.004500
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.500,0.250,0.004814
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0.369,0.053,0.001400
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.231,0.385,0.002176
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.083,0.499,0.004367
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.249,0.250,0.001990
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.332,0.333,0.249,0.003129
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.400,0.004238
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.375,0.375,0.008232
36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.195,0.335,0.001384
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.143,0.429,0.008636
31,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.388,0.161,0.388,0.001898
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.266,0.201,0.400,0.002391
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0.112,0.279,0.001468
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.182,0.005563
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.267,0.466,0.002344
10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.100,0.600,0.004264
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.273,0.003449
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.177,0.295,0.001423
22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.272,0.227,0.408,0.001654
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.200,0.003998
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.154,0.002136
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0.300,0.000,0.003941
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.091,0.182,0.001744
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.250,0.009577
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.498,0.311,0.186,0.002914
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.083,0.250,0.005406
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.166,0.166,0.001894
20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.350,0.150,0.350,0.003129
16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.312,0.312,0.002300
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.187,0.250,0.002612
22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0.090,0.180,0.001660
15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.400,0.334,0.200,0.002383
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.249,0.374,0.003271
11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.546,0.364,0.091,0.003197
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.091,0.455,0.003797
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.200,0.200,0.005032
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.555,0.111,0.004763
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.625,0.250,0.125,0.002581
18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.167,0.612,0.003166
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.285,0.356,0.012799
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.091,0.364,0.364,0.018372
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.356,0.213,0.213,0.002633
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.166,0.333,0.007089
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.400,0.200,0.004546
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.236,0.412,0.001903
21,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0.333,0.429,0.239,0.002031
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.308,0.231,0.004677
21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.382,0.333,0.287,0.001779
17,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.412,0.236,0.295,0.002228
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.111,0.444,0.003590
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.249,0.500,0.004598
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.091,0.364,0.003151
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.308,0.462,0.003830
11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.364,0.004429
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.625,0.375,0.000,0.002620
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.600,0.300,0.100,0.002460
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.693,0.231,0.077,0.002647
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.356,0.356,0.003836
14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.499,0.356,0.071,0.003417
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.300,0.300,0.006154
12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.333,0.249,0.004285
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.231,0.002553
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.142,0.356,0.002115
14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.428,0.285,0.284,0.002988
20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.150,0.500,0.002505
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.118,0.413,0.002820
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.400,0.400,0.003984
18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.112,0.223,0.446,0.004131
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0.236,0.177,0.001938
19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0.053,0.369,0.002097
17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.295,0.236,0.413,0.003686
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.364,0.003618
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.268,0.267,0.400,0.003931
19,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.526,0.159,0.211,0.001727
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.077,0.308,0.004017
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.002290
9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.444,0.222,0.004434
35,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0.344,0.257,0.373,0.002292
23,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.434,0.173,0.346,0.002512
26,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.460,0.115,0.345,0.001782
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.166,0.249,0.003067
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.500,0.011118
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.000,0.009835
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.134,0.401,0.002386
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.191,0.239,0.002161
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.003515
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.182,0.002913
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0.083,0.083,0.002942
13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.077,0.005879
24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.251,0.251,0.001900
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.334,0.268,0.003012
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.364,0.005359
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.211,0.369,0.003768
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.182,0.003886
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.335,0.334,0.133,0.004890
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.385,0.308,0.308,0.005966
22,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.409,0.181,0.362,0.002598
18,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.391,0.279,0.223,0.002618
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.187,0.125,0.003271
7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0.286,0.143,0.004577
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.077,0.385,0.009512
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.375,0.005971
16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.374,0.248,0.004083
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.005026
25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.320,0.001915
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.071,0.428,0.004128
7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.286,0.572,0.143,0.015376
17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.177,0.470,0.236,0.004935
22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.363,0.318,0.002430
15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.467,0.134,0.003049
19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.264,0.474,0.004830
19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.316,0.264,0.369,0.003022
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.010469
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.308,0.003297
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.182,0.455,0.004667
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.467,0.201,0.200,0.003514
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.124,0.374,0.005396
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.375,0.500,0.005827
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.182,0.091,0.002475
17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.530,0.059,0.413,0.002446
11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.182,0.455,0.004108
12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.250,0.583,0.083,0.009634
11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.455,0.273,0.273,0.005565
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.077,0.385,0.002997
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.222,0.004094
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.570,0.285,0.071,0.003303
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.223,0.167,0.003054
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.187,0.311,0.002798
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.200,0.006205
17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0.118,0.295,0.002349
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.267,0.401,0.002560
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.003488
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.125,0.250,0.004358
11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.273,0.637,0.091,0.005967
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.444,0.444,0.111,0.006208
19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264,0.211,0.316,0.005026
17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.589,0.177,0.177,0.002188
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.091,0.455,0.003314
26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0.191,0.382,0.002378
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0.285,0.284,0.003743
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.499,0.004894
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.003716
19,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.371,0.264,0.369,0.003181
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111,0.666,0.222,0.008828
27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0.296,0.222,0.002838
16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.124,0.250,0.003518
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0.239,0.191,0.002640
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.534,0.267,0.201,0.002994
8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.250,0.000,0.002867
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.356,0.428,0.214,0.004886
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.059,0.412,0.005100
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.500,0.125,0.006235
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.249,0.417,0.005814
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.091,0.364,0.003961
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0.106,0.316,0.002463
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.142,0.499,0.016978
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.231,0.004113
26,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0.345,0.499,0.153,0.003196
23,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.520,0.216,0.216,0.002346
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.186,0.438,0.002478
7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0.286,0.143,0.003629
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.333,0.444,0.008072
11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.273,0.002908
17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0.118,0.176,0.002870
15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0.134,0.468,0.003827
14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0.071,0.285,0.003644
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.400,0.300,0.006350
21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.191,0.144,0.002706
25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.360,0.280,0.280,0.003521
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.154,0.231,0.004377
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.142,0.213,0.004324
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.273,0.182,0.005073
13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.385,0.308,0.308,0.006534
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.385,0.308,0.006924
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.077,0.385,0.003030
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0.249,0.000,0.003105
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.213,0.570,0.007560
24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0.167,0.374,0.002336
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.332,0.005118
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.150,0.500,0.006831
23,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0.608,0.173,0.129,0.002365
11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.182,0.728,0.008830
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.333,0.111,0.004194
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.166,0.415,0.003985
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.118,0.412,0.002501
44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0.159,0.249,0.002826
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.415,0.012724
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.500,0.004534
19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.211,0.317,0.002638
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.168,0.336,0.003506
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.334,0.168,0.003285
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.250,0.003881
19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.264,0.211,0.422,0.005386
20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0.050,0.250,0.003084
22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.181,0.136,0.005146
16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.124,0.311,0.004623
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.200,0.003637
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.400,0.200,0.016448
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.111,0.333,0.007056
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.267,0.200,0.005561
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.005241
19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.316,0.421,0.003503
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.231,0.005628
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.077,0.616,0.004892
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.077,0.462,0.010994
23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0.173,0.304,0.003801
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.007408
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.770,0.077,0.154,0.002789
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.777,0.111,0.111,0.002893
15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.267,0.267,0.400,0.005186
7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.429,0.429,0.143,0.005192
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.154,0.003695
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.440,0.320,0.120,0.003272
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.134,0.400,0.005230
19,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.579,0.159,0.159,0.003086
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.083,0.416,0.003496
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.142,0.284,0.002989
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.455,0.008889
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.249,0.332,0.003908
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.500,0.100,0.016894
23,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0.303,0.086,0.563,0.005510
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.143,0.429,0.006067
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.091,0.546,0.005695
15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.134,0.533,0.005924
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.111,0.444,0.012890
13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.539,0.308,0.154,0.002593
24,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.251,0.292,0.002980
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.279,0.334,0.003440
13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.308,0.231,0.004057
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.250,0.375,0.005703
23,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.434,0.217,0.261,0.002634
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.077,0.385,0.007973
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.154,0.004698
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.091,0.364,0.003330
