@relation errorPredict

@attribute sequenceLength real
@attribute NumberOfConsecOccurPolar real
@attribute NumberOfConsecOccurHydro real
@attribute NumberOfConsecOccurCharged real
@attribute MGYM real
@attribute MQ[NH]W real
@attribute WC[IS]Y real
@attribute WHC real
@attribute WW real
@attribute C[HS]CC real
@attribute CTHC real
@attribute WG[PS]W real
@attribute WN[IM]F real
@attribute PPPP real
@attribute GGG real
@attribute hydrophobic real 
@attribute charged real
@attribute polar real
@attribute errorPercent real

@data
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.312,0.250,0.249,0.001451
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.231,0.002394
20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.150,0.250,0.001239
16,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.374,0.249,0.249,0.003207
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.333,0.444,0.001780
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.186,0.436,0.001537
48,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0.354,0.209,0.376,0.000930
13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.385,0.002723
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.400,0.300,0.002235
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.501,0.278,0.222,0.001497
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308,0.308,0.385,0.001190
34,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.411,0.265,0.293,0.000919
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.166,0.332,0.001115
11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.182,0.001442
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.091,0.001977
24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.167,0.459,0.000910
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.222,0.555,0.002907
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.222,0.444,0.001198
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.124,0.374,0.001696
25,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.440,0.200,0.320,0.000824
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.222,0.001084
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.300,0.200,0.001125
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.249,0.332,0.003432
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.091,0.273,0.001442
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.213,0.427,0.001337
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.182,0.002404
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.222,0.333,0.002438
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.091,0.182,0.001124
15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.401,0.334,0.200,0.002000
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.083,0.166,0.002027
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.222,0.001739
16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.311,0.249,0.373,0.001173
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.200,0.001462
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.500,0.002769
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.166,0.001006
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.530,0.118,0.236,0.001448
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.168,0.390,0.001422
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.312,0.187,0.436,0.000775
13,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.308,0.462,0.154,0.000824
38,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.344,0.158,0.368,0.000764
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.167,0.335,0.000696
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.222,0.000904
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.500,0.125,0.001689
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.200,0.001461
12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.417,0.416,0.167,0.001202
18,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0.668,0.056,0.223,0.000706
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.249,0.002272
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.001358
19,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.211,0.211,0.474,0.000729
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.182,0.273,0.001208
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.286,0.286,0.000834
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.111,0.222,0.001046
16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.186,0.499,0.000788
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.100,0.100,0.000602
22,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.317,0.363,0.136,0.000779
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.143,0.429,0.001282
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.777,0.111,0.111,0.000634
14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.571,0.428,0.000,0.000608
9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.333,0.111,0.003038
8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.750,0.125,0.125,0.000657
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.124,0.374,0.000641
10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.200,0.300,0.000787
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.100,0.200,0.000711
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.077,0.462,0.001647
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.455,0.182,0.001090
15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.267,0.201,0.000588
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0.124,0.437,0.000526
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.214,0.142,0.000798
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.213,0.357,0.000577
20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.250,0.350,0.000500
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.071,0.356,0.000720
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.300,0.001644
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.333,0.333,0.002451
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.071,0.357,0.001468
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.462,0.000820
14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.213,0.285,0.356,0.001146
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.354,0.294,0.295,0.000646
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.300,0.001174
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.182,0.182,0.000703
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.200,0.334,0.333,0.000687
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.177,0.354,0.000420
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.333,0.000836
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0.118,0.295,0.000372
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.187,0.248,0.000996
25,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.520,0.120,0.360,0.000355
18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.056,0.334,0.000661
16,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.562,0.312,0.124,0.000367
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.000645
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.100,0.200,0.000546
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.250,0.333,0.000621
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.500,0.250,0.166,0.000516
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.154,0.385,0.000647
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.300,0.500,0.000516
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.223,0.390,0.000359
18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.279,0.390,0.278,0.000531
19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.421,0.316,0.159,0.000334
11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.273,0.000735
10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.500,0.100,0.000531
17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.177,0.236,0.000537
11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.273,0.546,0.091,0.000704
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.177,0.236,0.000385
19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0.211,0.265,0.000247
17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0.236,0.236,0.000314
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.182,0.000366
27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148,0.259,0.518,0.000474
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.285,0.498,0.000312
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.267,0.467,0.000298
12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.417,0.332,0.000386
12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.000548
17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0.177,0.413,0.000322
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.250,0.250,0.000302
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.106,0.473,0.000299
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0.134,0.268,0.000230
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.112,0.335,0.000409
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0.142,0.356,0.000233
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.167,0.335,0.000167
37,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0.054,0.378,0.000162
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.357,0.357,0.000192
18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.279,0.279,0.000186
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.500,0.000219
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.213,0.214,0.000135
19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.158,0.316,0.000119
21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.192,0.096,0.000108
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.500,0.000222
16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.187,0.312,0.498,0.000101
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.071,0.428,0.000373
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.249,0.167,0.000140
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.444,0.111,0.000097
18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.223,0.334,0.000127
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.539,0.000218
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.154,0.231,0.000069
15,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.534,0.201,0.267,0.000065
13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.308,0.000073
13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.231,0.539,0.000171
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0.286,0.239,0.000066
12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.166,0.249,0.000045
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.083,0.499,0.000081
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.364,0.364,0.000142
11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.273,0.000057
15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.134,0.334,0.000034
32,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.280,0.124,0.374,0.000031
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.562,0.186,0.186,0.000015
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.539,0.000006
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.216,0.390,0.000007
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.213,0.499,0.000000
18,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.223,0.279,0.000000
16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.249,0.250,0.499,0.000009
29,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.344,0.309,0.308,0.000008
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.091,0.455,0.000060
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.400,0.000074
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.570,0.213,0.142,0.000035
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.111,0.000053
19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.264,0.421,0.263,0.000072
13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.077,0.385,0.385,0.000176
26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.269,0.038,0.000101
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.182,0.000171
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.333,0.444,0.000159
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.364,0.182,0.000204
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.201,0.267,0.000141
16,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0.124,0.500,0.311,0.000245
14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.285,0.142,0.000160
12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.416,0.249,0.000256
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.300,0.000978
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.390,0.167,0.389,0.000250
17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.413,0.118,0.295,0.000358
16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.375,0.499,0.124,0.000272
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.100,0.400,0.000342
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.535,0.134,0.334,0.000234
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.000723
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.166,0.417,0.000339
17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.295,0.235,0.354,0.000325
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.294,0.353,0.353,0.000316
21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.144,0.287,0.000359
15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.534,0.201,0.266,0.000238
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.166,0.333,0.000546
18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.446,0.278,0.111,0.000328
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.166,0.415,0.000566
12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.332,0.249,0.166,0.000675
19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0.159,0.264,0.000472
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.400,0.268,0.000358
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.334,0.401,0.000436
17,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0.530,0.118,0.295,0.000340
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.400,0.001107
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0.100,0.200,0.000369
25,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.480,0.240,0.160,0.000312
18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.557,0.278,0.167,0.000411
42,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0.287,0.214,0.500,0.000562
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.111,0.000393
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.231,0.308,0.308,0.001262
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.416,0.250,0.249,0.000461
26,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.460,0.153,0.306,0.000350
27,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.444,0.222,0.296,0.000346
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.071,0.214,0.000681
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.353,0.177,0.353,0.000463
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.474,0.158,0.317,0.000434
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.154,0.308,0.001433
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.111,0.444,0.001379
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.125,0.375,0.001698
14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.499,0.214,0.214,0.000832
14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.428,0.285,0.142,0.000748
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.364,0.364,0.273,0.001285
18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.391,0.279,0.279,0.000810
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.300,0.200,0.400,0.001639
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.279,0.223,0.390,0.000747
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.333,0.444,0.002016
19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.422,0.263,0.210,0.000801
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0.062,0.374,0.000651
18,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0.391,0.168,0.390,0.000680
19,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.525,0.264,0.211,0.000633
16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.187,0.249,0.000811
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0.134,0.334,0.000681
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.435,0.312,0.248,0.000733
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.213,0.142,0.001043
16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.186,0.437,0.001886
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.750,0.250,0.000,0.000742
19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.369,0.211,0.264,0.000791
13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.231,0.231,0.001176
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.222,0.001449
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.501,0.333,0.166,0.001279
18,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0.334,0.445,0.112,0.000757
26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.115,0.230,0.000661
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.250,0.416,0.000846
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.067,0.201,0.000765
17,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.472,0.353,0.177,0.000670
14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.213,0.285,0.000602
27,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.444,0.185,0.333,0.000702
26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.307,0.192,0.382,0.000937
17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.530,0.236,0.177,0.000733
19,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.422,0.264,0.159,0.000705
24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0.125,0.418,0.000762
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0.071,0.499,0.001499
22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.136,0.453,0.001176
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0.201,0.267,0.001197
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.083,0.500,0.001673
9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0.555,0.222,0.001559
15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.400,0.267,0.267,0.000966
17,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.295,0.353,0.294,0.000846
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.286,0.285,0.427,0.001279
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.600,0.200,0.200,0.000959
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.273,0.364,0.001460
10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.100,0.300,0.600,0.002912
22,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.408,0.181,0.407,0.000795
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.142,0.356,0.001574
12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.083,0.166,0.000819
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.100,0.300,0.001551
8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.250,0.001318
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.111,0.555,0.002447
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.142,0.500,0.002301
11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.273,0.273,0.364,0.001829
11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.182,0.091,0.002844
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.700,0.200,0.100,0.001047
27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.148,0.185,0.000780
16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.374,0.249,0.372,0.000937
18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.056,0.223,0.002912
18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.390,0.167,0.446,0.000982
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.200,0.200,0.001283
21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.144,0.430,0.001198
25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.320,0.280,0.400,0.002321
14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.285,0.427,0.000989
19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.474,0.211,0.317,0.000979
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0.222,0.111,0.001396
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.250,0.125,0.000881
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.273,0.455,0.003068
23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.216,0.086,0.000772
17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.118,0.472,0.002005
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0.273,0.182,0.001126
21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.144,0.286,0.000977
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.250,0.250,0.005048
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.222,0.111,0.001780
11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.091,0.546,0.273,0.004246
16,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.498,0.250,0.249,0.001208
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.401,0.267,0.334,0.001108
9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.111,0.001331
15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.400,0.134,0.001751
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.187,0.312,0.001535
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0.500,0.375,0.005529
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.200,0.500,0.002239
22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.181,0.272,0.000836
10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.200,0.400,0.400,0.001972
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0.083,0.250,0.001385
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.231,0.308,0.001520
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.263,0.264,0.001621
17,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.648,0.236,0.118,0.000910
20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.350,0.050,0.600,0.001234
10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.100,0.400,0.001808
11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.455,0.273,0.182,0.001478
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.250,0.625,0.125,0.003882
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.300,0.300,0.002351
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.182,0.182,0.002658
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.077,0.462,0.002261
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0.005408
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.334,0.267,0.400,0.001665
